

=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=1 seqlen=2048 tp_size=1 ===
attn_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_act,7.2K,16.9KB,0.42,1.3T,memory,0.00B,14.3KB,2.6KB,0.00B,0.00B,5.5ns
lm_head,164M,329MB,0.50,1.5T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=1 seqlen=512 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,819K,822KB,1.00,3.1T,memory,819KB,2.6KB,640.0B,0.00B,0.00B,267.7ns
k_proj,164K,167KB,0.98,3.0T,memory,164KB,2.6KB,0.00B,0.00B,128.0B,54.2ns
v_proj,328K,330KB,0.99,3.0T,memory,328KB,2.6KB,0.00B,0.00B,256.0B,107.6ns
out_proj,3.3M,3.3MB,1.00,3.1T,memory,3.3MB,2.6KB,2.6KB,0.00B,0.00B,1.1us
v2o_proj,328K,329KB,0.99,3.1T,memory,328KB,1.3KB,512.0B,0.00B,0.00B,107.2ns
nl_proj,3.3M,3.3MB,1.00,3.1T,memory,3.3MB,2.6KB,2.6KB,0.00B,0.00B,1.1us
gate_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,2.6KB,7.2KB,0.00B,0.00B,3.0us
up_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,2.6KB,7.2KB,0.00B,0.00B,3.0us
down_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,7.2KB,2.6KB,0.00B,0.00B,3.0us
qk_matmul,328K,71.3KB,4.6,14.1T,memory,0.00B,640.0B,5.1KB,65.5KB,0.00B,23.2ns
sv_matmul,655K,137KB,4.8,14.6T,memory,0.00B,5.1KB,1.3KB,131KB,0.00B,44.7ns
softmax,12.8K,10.2KB,1.2,3.8T,memory,0.00B,5.1KB,5.1KB,0.00B,0.00B,3.3ns
attn_norm,9.0K,5.1KB,1.8,5.4T,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_norm,9.0K,5.1KB,1.8,5.4T,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
output_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
gate_act,2.6K,7.7KB,0.33,1.0T,memory,0.00B,5.1KB,2.6KB,0.00B,0.00B,2.5ns
attn_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_act,7.2K,16.9KB,0.42,1.3T,memory,0.00B,14.3KB,2.6KB,0.00B,0.00B,5.5ns
lm_head,164M,329MB,0.50,1.5T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=1 seqlen=128 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,819K,822KB,1.00,3.1T,memory,819KB,2.6KB,640.0B,0.00B,0.00B,267.7ns
k_proj,164K,167KB,0.98,3.0T,memory,164KB,2.6KB,0.00B,0.00B,128.0B,54.2ns
v_proj,328K,330KB,0.99,3.0T,memory,328KB,2.6KB,0.00B,0.00B,256.0B,107.6ns
out_proj,3.3M,3.3MB,1.00,3.1T,memory,3.3MB,2.6KB,2.6KB,0.00B,0.00B,1.1us
v2o_proj,328K,329KB,0.99,3.1T,memory,328KB,1.3KB,512.0B,0.00B,0.00B,107.2ns
nl_proj,3.3M,3.3MB,1.00,3.1T,memory,3.3MB,2.6KB,2.6KB,0.00B,0.00B,1.1us
gate_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,2.6KB,7.2KB,0.00B,0.00B,3.0us
up_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,2.6KB,7.2KB,0.00B,0.00B,3.0us
down_proj,9.2M,9.2MB,1.00,3.1T,memory,9.2MB,7.2KB,2.6KB,0.00B,0.00B,3.0us
qk_matmul,81.9K,18.3KB,4.5,13.7T,memory,0.00B,640.0B,1.3KB,16.4KB,0.00B,6.0ns
sv_matmul,164K,35.3KB,4.6,14.2T,memory,0.00B,1.3KB,1.3KB,32.8KB,0.00B,11.5ns
softmax,3.2K,2.6KB,1.2,3.8T,memory,0.00B,1.3KB,1.3KB,0.00B,0.00B,0s
attn_norm,9.0K,5.1KB,1.8,5.4T,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_norm,9.0K,5.1KB,1.8,5.4T,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
output_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
gate_act,2.6K,7.7KB,0.33,1.0T,memory,0.00B,5.1KB,2.6KB,0.00B,0.00B,2.5ns
attn_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_add,1.3K,5.1KB,0.25,768G,memory,0.00B,2.6KB,2.6KB,0.00B,0.00B,1.7ns
mlp_act,7.2K,16.9KB,0.42,1.3T,memory,0.00B,14.3KB,2.6KB,0.00B,0.00B,5.5ns
lm_head,164M,329MB,0.50,1.5T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=32 seqlen=2048 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,26.2M,922KB,28.4,87.4T,memory,819KB,81.9KB,20.5KB,0.00B,0.00B,300.0ns
k_proj,5.2M,250KB,21.0,64.5T,memory,164KB,81.9KB,0.00B,0.00B,4.1KB,81.3ns
v_proj,10.5M,418KB,25.1,77.1T,memory,328KB,81.9KB,0.00B,0.00B,8.2KB,136.0ns
out_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
v2o_proj,10.5M,385KB,27.2,83.7T,memory,328KB,41.0KB,16.4KB,0.00B,0.00B,125.3ns
nl_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
gate_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
up_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
down_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,229KB,81.9KB,0.00B,0.00B,3.1us
qk_matmul,41.9M,9.1MB,4.6,14.2T,memory,0.00B,20.5KB,655KB,8.4MB,0.00B,3.0us
sv_matmul,83.9M,17.5MB,4.8,14.7T,memory,0.00B,655KB,41.0KB,16.8MB,0.00B,5.7us
softmax,1.6M,1.3MB,1.2,3.8T,memory,0.00B,655KB,655KB,0.00B,0.00B,426.7ns
attn_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
output_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
gate_act,81.9K,246KB,0.33,1.0T,memory,0.00B,164KB,81.9KB,0.00B,0.00B,80.0ns
attn_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_act,229K,541KB,0.42,1.3T,memory,0.00B,459KB,81.9KB,0.00B,0.00B,176.0ns
lm_head,5.3G,329MB,16.0,49.1T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=32 seqlen=1024 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,26.2M,922KB,28.4,87.4T,memory,819KB,81.9KB,20.5KB,0.00B,0.00B,300.0ns
k_proj,5.2M,250KB,21.0,64.5T,memory,164KB,81.9KB,0.00B,0.00B,4.1KB,81.3ns
v_proj,10.5M,418KB,25.1,77.1T,memory,328KB,81.9KB,0.00B,0.00B,8.2KB,136.0ns
out_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
v2o_proj,10.5M,385KB,27.2,83.7T,memory,328KB,41.0KB,16.4KB,0.00B,0.00B,125.3ns
nl_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
gate_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
up_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
down_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,229KB,81.9KB,0.00B,0.00B,3.1us
qk_matmul,21.0M,4.5MB,4.6,14.2T,memory,0.00B,20.5KB,328KB,4.2MB,0.00B,1.5us
sv_matmul,41.9M,8.8MB,4.8,14.7T,memory,0.00B,328KB,41.0KB,8.4MB,0.00B,2.9us
softmax,819K,655KB,1.2,3.8T,memory,0.00B,328KB,328KB,0.00B,0.00B,213.3ns
attn_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
output_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
gate_act,81.9K,246KB,0.33,1.0T,memory,0.00B,164KB,81.9KB,0.00B,0.00B,80.0ns
attn_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_act,229K,541KB,0.42,1.3T,memory,0.00B,459KB,81.9KB,0.00B,0.00B,176.0ns
lm_head,5.3G,329MB,16.0,49.1T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=32 seqlen=512 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,26.2M,922KB,28.4,87.4T,memory,819KB,81.9KB,20.5KB,0.00B,0.00B,300.0ns
k_proj,5.2M,250KB,21.0,64.5T,memory,164KB,81.9KB,0.00B,0.00B,4.1KB,81.3ns
v_proj,10.5M,418KB,25.1,77.1T,memory,328KB,81.9KB,0.00B,0.00B,8.2KB,136.0ns
out_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
v2o_proj,10.5M,385KB,27.2,83.7T,memory,328KB,41.0KB,16.4KB,0.00B,0.00B,125.3ns
nl_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
gate_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
up_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
down_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,229KB,81.9KB,0.00B,0.00B,3.1us
qk_matmul,10.5M,2.3MB,4.6,14.1T,memory,0.00B,20.5KB,164KB,2.1MB,0.00B,742.7ns
sv_matmul,21.0M,4.4MB,4.8,14.6T,memory,0.00B,164KB,41.0KB,4.2MB,0.00B,1.4us
softmax,410K,328KB,1.2,3.8T,memory,0.00B,164KB,164KB,0.00B,0.00B,106.7ns
attn_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
output_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
gate_act,81.9K,246KB,0.33,1.0T,memory,0.00B,164KB,81.9KB,0.00B,0.00B,80.0ns
attn_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_act,229K,541KB,0.42,1.3T,memory,0.00B,459KB,81.9KB,0.00B,0.00B,176.0ns
lm_head,5.3G,329MB,16.0,49.1T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us


=== ../Llama3.2-gla-1B nvidia_H100 w_bit=16 a_bit=16 kv_bit=16 batchsize=32 seqlen=128 tp_size=1 ===
layer_name,OPs,Access,arithmetic_intensity,performance,bound,load_weight,load_act,store_act,load_kv_cache,store_kv_cache,inference_time
q_proj,26.2M,922KB,28.4,87.4T,memory,819KB,81.9KB,20.5KB,0.00B,0.00B,300.0ns
k_proj,5.2M,250KB,21.0,64.5T,memory,164KB,81.9KB,0.00B,0.00B,4.1KB,81.3ns
v_proj,10.5M,418KB,25.1,77.1T,memory,328KB,81.9KB,0.00B,0.00B,8.2KB,136.0ns
out_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
v2o_proj,10.5M,385KB,27.2,83.7T,memory,328KB,41.0KB,16.4KB,0.00B,0.00B,125.3ns
nl_proj,105M,3.4MB,30.5,93.6T,memory,3.3MB,81.9KB,81.9KB,0.00B,0.00B,1.1us
gate_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
up_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,81.9KB,229KB,0.00B,0.00B,3.1us
down_proj,294M,9.5MB,30.9,95.1T,memory,9.2MB,229KB,81.9KB,0.00B,0.00B,3.1us
qk_matmul,2.6M,586KB,4.5,13.7T,memory,0.00B,20.5KB,41.0KB,524KB,0.00B,190.7ns
sv_matmul,5.2M,1.1MB,4.6,14.2T,memory,0.00B,41.0KB,41.0KB,1.0MB,0.00B,368.0ns
softmax,102K,81.9KB,1.2,3.8T,memory,0.00B,41.0KB,41.0KB,0.00B,0.00B,26.7ns
attn_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_norm,287K,164KB,1.8,5.4T,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
output_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
gate_act,81.9K,246KB,0.33,1.0T,memory,0.00B,164KB,81.9KB,0.00B,0.00B,80.0ns
attn_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_add,41.0K,164KB,0.25,768G,memory,0.00B,81.9KB,81.9KB,0.00B,0.00B,53.3ns
mlp_act,229K,541KB,0.42,1.3T,memory,0.00B,459KB,81.9KB,0.00B,0.00B,176.0ns
lm_head,5.3G,329MB,16.0,49.1T,memory,328MB,2.6KB,257KB,0.00B,0.00B,107.0us
